,SerialNumberContract,Qty,ContractNumber,SerialNumber,is_serialnum
2418,Unit is giving a DCPS Timeout alarm,0,50046000001FcP2AAK,Unit is giving a DCPS Timeout alarm ,True
2419,"RPS - Needs replacement ASIM board
Issue:  Input volts low on AB-BC-CA",0,50046000006XJrKAAW,RPS - Needs replacement ASIM board Issue: Input volts low on AB-BC-CA ,True
2420,PDU has intermittent alarms. Need to investigate and possibly replace pulse board. Site has spare parts kit onsite.,0,50046000001FcBcAAK,PDU has intermittent alarms. Need to investigate and possibly replace pulse board. Site has spare parts kit onsite. ,True
2421,"customer decided they needed 60A breakers instead of the 50A breakers.  We will do an even exchange.

site
Align
c/o DLR
Richardson, TX",0,50046000002TMs4AAG,"customer decided they needed 60A breakers instead of the 50A breakers. We will do an even exchange. site Align c/o DLR Richardson, TX ",True
2422,"Add SNMP communication device in existing end feed boxes.  8 boxes total

site
AT&T
4100 Bryan St
Dallas, TX  75204",0,50046000002TN2EAAW,"Add SNMP communication device in existing end feed boxes. 8 boxes total site AT&T 4100 Bryan St Dallas, TX 75204 ",True
2423,"PDU is making a growling sound like there is a problem with the fan.  Need to troubleshoot
411-0247

site
CyrusOne
1649 W Frankford
Carrollton, TX",0,50046000002TMn9AAG,"PDU is making a growling sound like there is a problem with the fan. Need to troubleshoot 411-0247 site CyrusOne 1649 W Frankford Carrollton, TX ",True
2424,10kaic breakers sent to site instead of  the 22kaic breakers that were ordered.,0,50046000000rCCHAA2,10kaic breakers sent to site instead of the 22kaic breakers that were ordered. ,True
2425,"1.	We received (4) floor stands along with the (4) RPPs.  See attached picture and packing slip.
We already have all future floor stands installed in place in both Data Halls.  We do not need these.
Can we return and get a credit?  YES- Please leave in packaging and we will work out the credit details.

2.	Today, we received (1) PDI RPP door.  See attached packing slip.
No idea on this one.  Why did we receive (1) door? My apologies, I failed to call you and explain that one of the doors
on an RPP was installed incorrectly at the factory, so our tech will need to switch it out tomorrow while onsite. We should be able to 
ship it back with the Floorstands.",0,50046000000rCCFAA2,"1.	We received (4) floor stands along with the (4) RPPs. See attached picture and packing slip. We already have all future floor stands installed in place in both Data Halls. We do not need these. Can we return and get a credit? YES- Please leave in packaging and we will work out the credit details. 2.	Today, we received (1) PDI RPP door. See attached packing slip. No idea on this one. Why did we receive (1) door? My apologies, I failed to call you and explain that one of the doors on an RPP was installed incorrectly at the factory, so our tech will need to switch it out tomorrow while onsite. We should be able to ship it back with the Floorstands. ",True
2426,During PM 2 monitors were found to be not working,0,50046000000rCC6AAM,During PM 2 monitors were found to be not working ,True
2427,"customer requested black PDUs.
PDI shipped white PDUs
serial # 110-4523

site
Cologix - Infomart
1950 Stemmons Freeway
Dallas, TX  75207",0,50046000000rCBqAAM,"customer requested black PDUs. PDI shipped white PDUs serial # 110-4523 site Cologix - Infomart 1950 Stemmons Freeway Dallas, TX 75207 ",True
2428,"PDU, serial # 210-0014.  unit will not communicate with Pendent Pro and shows high voltage alarm and phase rotation alarm.  will need the DCM board replaced.

site
Blue Cross Blue Shield of TX
1300 E Pinecrest 
Marshall, TX  75670",0,50046000000rCBZAA2,"PDU, serial # 210-0014. unit will not communicate with Pendent Pro and shows high voltage alarm and phase rotation alarm. will need the DCM board replaced. site Blue Cross Blue Shield of TX 1300 E Pinecrest Marshall, TX 75670 ",True
2429,"Issue:
Breakers are failing on (6) PDUs; 110-4373-1-6; SO22729; Trying to get the reports from the site but they need an RMA and a new order for replacement breakers. They are seeing more and more failed SqD breakers in the field on new product

1/5/2016 Update: The power cables were powered up and the voltage was measured at the receptacle. On a number of breakers we found that the receptacles only closed two of the three phases. The breaker was cycled a few times with the same result. After finding approximately 15 breakers out of approximately 90 breakers tested, we elected to stop the testing",0,50046000000rCH9AAM,"Issue: Breakers are failing on (6) PDUs; 110-4373-1-6; SO22729; Trying to get the reports from the site but they need an RMA and a new order for replacement breakers. They are seeing more and more failed SqD breakers in the field on new product 1/5/2016 Update: The power cables were powered up and the voltage was measured at the receptacle. On a number of breakers we found that the receptacles only closed two of the three phases. The breaker was cycled a few times with the same result. After finding approximately 15 breakers out of approximately 90 breakers tested, we elected to stop the testing ",True
2430,"top CT strip is bad on unit

stie
QTS
6431 Longhorn Dr
Irving, TX",0,50046000002TQ77AAG,"top CT strip is bad on unit stie QTS 6431 Longhorn Dr Irving, TX ",True
2431,"unit did not pass inspection.  main breaker kept tripping upon loading

site
CyrusOne
Carrollton, TX",0,50046000000rCH5AAM,"unit did not pass inspection. main breaker kept tripping upon loading site CyrusOne Carrollton, TX ",True
2432,"STS20134-204B ---- STS monitor qty 3 needed
STS20134  --- S1S2 DCPS qty 3 needed
STS20134-174B --- need 600 Amp switch breaker CKB14125T
STS20134 --- 1 BCMS board
STS20134 --- 1 SAS board


site
CyrusOne
9554 Westover Hills Blvd
San Antonio, TX",0,50046000000rCH3AAM,"STS20134-204B ---- STS monitor qty 3 needed STS20134 --- S1S2 DCPS qty 3 needed STS20134-174B --- need 600 Amp switch breaker CKB14125T STS20134 --- 1 BCMS board STS20134 --- 1 SAS board site CyrusOne 9554 Westover Hills Blvd San Antonio, TX ",True
2433,The plugs on the DCPS board are melted,0,50046000000rCGwAAM,The plugs on the DCPS board are melted ,True
2434,"during cxíing the entire unit started shaking and making a very weird noise.  Hood Patterson turned the unit off immediately.  
Also, tech spoke with HP and they confirmed a bad SAS board on site and needs to be replaced",0,50046000000rCGoAAM,"during cxíing the entire unit started shaking and making a very weird noise. Hood Patterson turned the unit off immediately. Also, tech spoke with HP and they confirmed a bad SAS board on site and needs to be replaced ",True
2435,"We are having an issue with STS-B-3 Source 2 Input not closing when breaker is closed.
411-0203-3 ( STS-1B-3)
We performed a shutdown of the R-Train and we opened the Input source 2 on all STSs. When we re-energized all source 2ís on the STSs, STS-1B-3 did not close. 
This is the alternate source to our critical and most populated feed. 


site
Data Foundry
660 Greens Parkway
Houston, TX",0,50046000000rCGeAAM,"We are having an issue with STS-B-3 Source 2 Input not closing when breaker is closed. 411-0203-3 ( STS-1B-3) We performed a shutdown of the R-Train and we opened the Input source 2 on all STSs. When we re-energized all source 2ís on the STSs, STS-1B-3 did not close. This is the alternate source to our critical and most populated feed. site Data Foundry 660 Greens Parkway Houston, TX ",True
2436,Unit 452-0008-12b has SAS 1 & SAS 2 alarms,0,50046000000rCGUAA2,Unit 452-0008-12b has SAS 1 & SAS 2 alarms ,True
2437,"Handle didn't slide/gauge on at least one of them; the other ones were deemed faulty and need to be inspected, tested, repaired and returned; Units 02 and 28, 51 and 52",0,50046000000rCGQAA2,"Handle didn't slide/gauge on at least one of them; the other ones were deemed faulty and need to be inspected, tested, repaired and returned; Units 02 and 28, 51 and 52 ",True
2438,"Scope:
To inspect (1) PDU; PDU15.2L is displaying high current alarms for Panel 3, circuit breaker #27(115 amps) and #29(180 amps). There are no branch circuits on this PDU and the panels are off. This is one of the new PDUís that just went on line.  

Model number: 98-90647-10 
Serial number: T15-34-US-S-2310",0,50046000000rCGKAA2,"Scope: To inspect (1) PDU; PDU15.2L is displaying high current alarms for Panel 3, circuit breaker #27(115 amps) and #29(180 amps). There are no branch circuits on this PDU and the panels are off. This is one of the new PDUís that just went on line. Model number: 98-90647-10 Serial number: T15-34-US-S-2310 ",True
2439,We received the transformer ordered on PO 50-06892 and the part was damaged in transit. It was also not the correct color called out on the purchase order which was RAL-7035. Require an RMA for the return. I have included pictures as to the condition that it was delivered,0,50046000000rCGFAA2,We received the transformer ordered on PO 50-06892 and the part was damaged in transit. It was also not the correct color called out on the purchase order which was RAL-7035. Require an RMA for the return. I have included pictures as to the condition that it was delivered ,True
2440,"Demo click damaged in transit.
Top section display PC boards required replacement.
Part numbers:
PCB11556
PCA16209",0,50046000000rCGDAA2,Demo click damaged in transit. Top section display PC boards required replacement. Part numbers: PCB11556 PCA16209 ,True
2441,RPP monitor frozen.,0,50046000000rCGBAA2,RPP monitor frozen. ,True
2442,"Scope:
To remove the shutdown thermal wire at the M4G board and jumper out; install new set of wiring form the XMR thermal screws to the building alarm contact; you will need to rename the building alarm that you chose to be thermal shut down; make sure this is consistent on all (5) units; Please call john or costas if you have any questions; wires shipped to the site; Harry with SDM will be on site too; units will be shut down to perform the work; (5) WS Powerpak  PDUs; 110-4553-1-5; SO25559",0,50046000000rCGAAA2,Scope: To remove the shutdown thermal wire at the M4G board and jumper out; install new set of wiring form the XMR thermal screws to the building alarm contact; you will need to rename the building alarm that you chose to be thermal shut down; make sure this is consistent on all (5) units; Please call john or costas if you have any questions; wires shipped to the site; Harry with SDM will be on site too; units will be shut down to perform the work; (5) WS Powerpak PDUs; 110-4553-1-5; SO25559 ,True
2443,"Qty (2) End Feeds monitoring systems did not came on because PIBs did not work.  Further investigation showed open traces in PIBs - similar to NASA project in FL, and the failures seen during PIBs replacements in Reliance.  Looks like manufacturer is not testing boards before shipping them, and End Feeds were not tested before shipping.",0,50046000000rCG7AAM,"Qty (2) End Feeds monitoring systems did not came on because PIBs did not work. Further investigation showed open traces in PIBs - similar to NASA project in FL, and the failures seen during PIBs replacements in Reliance. Looks like manufacturer is not testing boards before shipping them, and End Feeds were not tested before shipping. ",True
